,word,count
192,正疾,1
193,正欢,1
194,正旺,1
195,正撞,1
196,正拿着,1
197,正恋,1
198,正怕,1
199,正对着,1
200,正大光明,1
201,正因,1
202,正听得,1
203,正伦,1
204,正伏,1
205,正殿,1
206,正为,1
207,步枪,1
208,步行,1
209,每夜,1
210,母牛,1
211,殿里,1
212,残暴,1
213,残忍,1
214,殊有,1
215,死路,1
216,死要,1
217,死碍,1
218,死白,1
219,死爹,1
220,死寂,1
221,步步高,1
222,死家,1
223,死去活来,1
224,死亡,1
225,死了心,1
226,死不要脸,1
227,歪眼,1
228,歪头,1
229,歪倒,1
230,歧途,1
231,武装警察,1
232,武装斗争,1
233,武有,1
234,武士,1
235,死命,1
236,沉甸甸,1
237,条条,1
238,杜甫,1
239,早有,1
240,早替,1
241,早安,1
242,早向,1
243,早入,1
244,早上,1
245,旧绸,1
246,旧式,1
247,旧布,1
248,日记,1
249,日苦,1
250,日益,1
251,日渐,1
252,日本鬼子,1
253,日本国,1
254,日军,1
255,日内瓦,1
256,既然如此,1
257,无非,1
258,无谓,1
259,无话不谈,1
260,无言,1
261,无获,1
262,无耻,1
263,无线电,1
264,早着,1
265,旱烟袋,1
266,时兴,1
267,时地,1
268,星儿,1
269,易卜生,1
270,昏过去,1
271,昏花,1
272,昏胀,1
273,昏热,1
274,昏沉,1
275,昏昏沉沉,1
276,昏昏,1
277,昏厥,1
278,明鉴,1
279,明白人,1
280,无穷的,1
281,明显,1
282,明净,1
283,旷野,1
284,时领,1
285,时隐时现,1
286,时见,1
287,时美得,1
288,时真,1
289,时死,1
290,时机,1
291,时换,1
292,时心,1
293,时孝陵,1
294,明明,1
295,无穷尽,1
296,无稽,1
297,无疑,1
298,新鲜,1
299,新闻记者,1
300,新罗,1
301,新添,1
302,新居,1
303,新婚,1
304,新兴,1
305,新世界,1
306,断言,1
307,断续,1
308,断绝,1
309,断断续续,1
310,新鲜空气,1
311,断头台,1
312,斥责,1
313,斟上,1
314,斜眼,1
315,料子,1
316,斗志,1
317,斗争意志,1
318,斗争性,1
319,斑驳,1
320,斑斑驳驳,1
321,文雅,1
322,文艺,1
323,文王,1
324,斧头,1
325,星期日,1
326,方振武,1
327,方洞,1
328,无畏地,1
329,无用,1
330,无济于事,1
331,无数遍,1
332,无政府主义,1
333,无才,1
334,无所顾忌,1
335,无所谓,1
336,无底,1
337,无尽,1
338,无家可归,1
339,无处可去,1
340,方格,1
341,无处不在,1
342,无原则,1
343,无力自拔,1
344,无关,1
345,无人性,1
346,无事,1
347,无上光荣,1
348,旋转,1
349,旁观,1
350,旁端,1
351,旁白,1
352,旁举,1
353,施加,1
354,无声,1
355,条心,1
356,星群,1
357,春天气息,1
358,末了,1
359,未退,1
360,木门,1
361,木箱,1
362,木然,1
363,木棍,1
364,木柴,1
365,木板,1
366,木头,1
367,期期艾艾,1
368,期望,1
369,期待,1
370,朝露,1
371,朝阳,1
372,朝向,1
373,望出去,1
374,服侍,1
375,朋友家,1
376,有钱有势,1
377,有财有势,1
378,有节,1
379,有空,1
380,有福之人,1
381,有生以来,1
382,有气无力,1
383,本份,1
384,本溪,1
385,本身,1
386,朱德,1
387,杜威,1
388,村里人,1
389,村边,1
390,村旁,1
391,村口,1
392,村中,1
393,李子,1
394,李先生,1
395,李亮,1
396,权利,1
397,杂沓,1
398,杂乱,1
399,有损,1
400,杀猪,1
401,杀害,1
402,杀人放火,1
403,杀人不眨眼,1
404,杀人,1
405,杀不绝,1
406,朽木不可雕,1
407,机枪,1
408,机敏,1
409,机关,1
410,机体,1
411,机会,1
412,朱门酒肉臭,1
413,杀手,1
414,有意识,1
415,有意,1
416,有岗兵,1
417,暗影,1
418,暗害,1
419,暖风,1
420,暖气,1
421,暖意,1
422,暑热,1
423,暂且,1
424,晴天霹雳,1
425,晴天,1
426,景色,1
427,景仰,1
428,普遍,1
429,暗淡无光,1
430,普罗列塔,1
431,晚潮,1
432,晚代张,1
433,晚些,1
434,显著,1
435,显现,1
436,昨竟,1
437,昨天晚上,1
438,春风吹又生,1
439,春风,1
440,春睡,1
441,春意,1
442,春寒,1
443,晚餐,1
444,映到,1
445,暗礁,1
446,暗算,1
447,有孕,1
448,有奶便是娘,1
449,有失身份,1
450,有多远,1
451,有吃有穿,1
452,有利有弊,1
453,有何贵干,1
454,有了钱,1
455,有书读,1
456,月色,1
457,最高,1
458,最要,1
459,暗笑,1
460,最能,1
461,最小,1
462,最初,1
463,最使,1
464,最会,1
465,曹雪芹,1
466,曹孟德,1
467,更多地,1
468,更圆,1
469,更值,1
470,暴徒,1
471,暮色朦胧,1
472,暮色,1
473,最易,1
474,文有,1
475,沉郁,1
476,沉重打击,1
477,爱头,1
478,爱国热情,1
479,爬床,1
480,爬不起来,1
481,爆着,1
482,爆炸,1
483,燥热,1
484,燕说,1
485,燕子,1
486,燃着,1
487,燃尽,1
488,熬煎,1
489,熟饭,1
490,熟面孔,1
491,熟读,1
492,熟识,1
493,熟练地,1
494,熟想托,1
495,熏染,1
496,熊掌,1
497,熄灯,1
498,熄火,1
499,煽动性,1
500,照见,1
501,照直说,1
502,爱小,1
503,爱情故事,1
504,爱民,1
505,爱海,1
506,狂吸,1
507,狂叫,1
508,状元,1
509,犯罪,1
510,犯人,1
511,犬吠,1
512,犀利,1
513,物质享受,1
514,物色,1
515,物欲,1
516,物品,1
517,牢门,1
518,照旧,1
519,牢笼,1
520,牢牢,1
521,牛角尖,1
522,牛粪,1
523,牛皮纸,1
524,牌见,1
525,牌楼,1
526,版本,1
527,爽直,1
528,爹妈,1
529,父女,1
530,爱闹,1
531,爱笑,1
532,牢牢地,1
533,照料,1
534,照常上课,1
535,照出,1
536,烟灰,1
537,烟气,1
538,烟案,1
539,烟客,1
540,烟头,1
541,烈女传,1
542,烂醉,1
543,烂泥,1
544,炽热,1
545,点路,1
546,点燃,1
547,点火,1
548,烟蒂,1
549,点根,1
550,点事,1
551,点上,1
552,炸弹,1
553,炯炯有神,1
554,炫耀,1
555,炙人,1
556,炕沿,1
557,炎热,1
558,炊烟,1
559,炉里,1
560,炉口,1
561,灾祸,1
562,点子,1
563,狂啸,1
564,烟雾弥漫,1
565,烧毁,1
566,照像,1
567,照例,1
568,煤窑,1
569,煤矿,1
570,煤渣,1
571,煞有其事,1
572,煞有介事,1
573,煊赫,1
574,然地,1
575,焦虑,1
576,焕发,1
577,烹调,1
578,烧冷,1
579,热锅上的蚂蚁,1
580,热茶,1
581,热脱,1
582,热潮,1
583,热泪,1
584,热河省,1
585,热情洋溢,1
586,热情关心,1
587,热恋,1
588,热心,1
589,热切,1
590,烧香,1
591,烧火,1
592,热血沸腾,1
593,灼热,1
594,狂奔,1
595,狂涛巨浪,1
596,电铃,1
597,电话,1
598,电筒,1
599,电杆,1
600,电报,1
601,电影明星,1
602,甩身,1
603,甩袖子,1
604,甩手,1
605,甩动,1
606,用脚,1
607,用眼,1
608,用旧,1
609,用处,1
610,用不着,1
611,生起,1
612,生痛,1
613,生火,1
614,生死存亡,1
615,生死,1
616,生平,1
617,生婴儿,1
618,生出,1
619,生人,1
620,生个,1
621,男全,1
622,男同学,1
623,男子汉,1
624,男有,1
625,痛入骨髓,1
626,痒痒,1
627,痉挛,1
628,病蒙着,1
629,病死,1
630,疾驰,1
631,疾雨,1
632,疾迅,1
633,疲劳,1
634,疯狂,1
635,疯子,1
636,疑问,1
637,生与死,1
638,疑虑,1
639,略显,1
640,留给,1
641,留短,1
642,留恋,1
643,留声机,1
644,畏缩,1
645,畅谈,1
646,画面,1
647,画像,1
648,男盗女娼,1
649,男男女女,1
650,男朋友,1
651,疏疏落落,1
652,甜蜜,1
653,甘雨,1
654,甘美,1
655,献媚,1
656,猜疑,1
657,猛起天,1
658,猛见,1
659,猛烈,1
660,猛吸,1
661,猛力,1
662,猛不防,1
663,猎人,1
664,狼狈,1
665,狼烟,1
666,狼心狗肺,1
667,献身,1
668,狼吞虎咽,1
669,独木,1
670,独坐,1
671,独善其身,1
672,独唱,1
673,狡猾地,1
674,狗腿子,1
675,狗崽子,1
676,狗吠,1
677,狗儿娘,1
678,狗儿,1
679,狐仙,1
680,狂风暴雨,1
681,狭小,1
682,狂放,1
683,率领,1
684,玉手,1
685,甘泉,1
686,瓷杯,1
687,瓜子,1
688,璇宫,1
689,琵琶,1
690,理论知识,1
691,理直气壮,1
692,理他,1
693,球鞋,1
694,珠子,1
695,珍重,1
696,珍惜,1
697,玉带,1
698,玻璃瓶,1
699,现款,1
700,现成,1
701,现今,1
702,玫瑰花,1
703,玫瑰,1
704,玩耍,1
705,玩约,1
706,玩物丧志,1
707,玩物,1
708,王大,1
709,王凤娟,1
710,玉来,1
711,玳瑁,1
712,沉醉,1
713,灵机一动,1
714,灰白,1
715,活不了,1
716,活不下去,1
717,活下去,1
718,洪钟,1
719,洞晓,1
720,洗过,1
721,洗脸,1
722,洗个,1
723,洒脱,1
724,洋钱,1
725,洋财,1
726,洋装,1
727,洋罪,1
728,洋溢着,1
729,洋槐,1
730,洋房,1
731,泪来,1
732,泪光,1
733,注重,1
734,注定,1
735,泥水,1
736,泥屋,1
737,泥塘,1
738,泥坑,1
739,泥土,1
740,活不长,1
741,活像,1
742,活力,1
743,活去,1
744,浪漫气息,1
745,浪漫,1
746,浪涛,1
747,浩瀚,1
748,浩浩荡荡,1
749,浓雾,1
750,浓秀地,1
751,浓眉,1
752,浓浓的,1
753,济南,1
754,浆液,1
755,流行歌曲,1
756,波纹,1
757,流着泪,1
758,流浪者,1
759,流泪,1
760,流沙,1
761,流尽,1
762,流完,1
763,流动,1
764,流亡,1
765,流了血,1
766,活活,1
767,活泼地,1
768,活命,1
769,活受罪,1
770,流畅地,1
771,波动,1
772,泡起,1
773,泡眯成,1
774,没有同伴,1
775,没有勇气,1
776,没敢,1
777,没找,1
778,没想事,1
779,没往,1
780,没尝,1
781,没完没了,1
782,没吃过,1
783,没吃没穿,1
784,没变,1
785,没受,1
786,没有话说,1
787,没发,1
788,没出,1
789,没准,1
790,没写,1
791,没关系,1
792,没人鼓,1
793,没事,1
794,沙漠,1
795,沙果,1
796,沙地,1
797,沙包,1
798,沉默不语,1
799,沉重负担,1
800,没动,1
801,浪潮,1
802,没法子,1
803,没活,1
804,法西斯,1
805,法律,1
806,法庭,1
807,泄露,1
808,泄愤,1
809,沾衣,1
810,沾沾自喜,1
811,治理,1
812,治安,1
813,治学,1
814,油迹,1
815,油然而生,1
816,没洗,1
817,油然,1
818,油印,1
819,油亮,1
820,沸水,1
821,河边,1
822,河水,1
823,河旁,1
824,河北,1
825,没道理,1
826,没趣,1
827,没觉,1
828,没舍得,1
829,没犯,1
830,油灯,1
831,灰衣,1
832,浮夸,1
833,浮起,1
834,满眶,1
835,满目,1
836,满满的,1
837,满是,1
838,满屋,1
839,满天星斗,1
840,满天,1
841,满地,1
842,滞留,1
843,滚蛋,1
844,滚成,1
845,滚下来,1
846,溜圆,1
847,源源,1
848,湿润,1
849,湿地,1
850,湖色,1
851,渺茫,1
852,游逛,1
853,游水,1
854,游山玩景,1
855,游人,1
856,渴渴,1
857,渴念,1
858,温热,1
859,满肚子,1
860,满腔,1
861,满腔热血,1
862,滴水,1
863,灰心,1
864,灰布,1
865,灰墙,1
866,灯笼裤,1
867,火车头,1
868,火花,1
869,火红,1
870,火焰,1
871,火烧,1
872,火来,1
873,火光,1
874,濒于,1
875,温和,1
876,激跃,1
877,激于,1
878,潮冷,1
879,潘先生,1
880,潇洒,1
881,漫长,1
882,漫天大雪,1
883,漏出,1
884,漂亮话,1
885,漂亮衣服,1
886,滴滴答答,1
887,滴滴,1
888,滴溜溜,1
889,激动人心,1
890,渗着,1
891,渗入,1
892,渊博,1
893,深刻印象,1
894,深亮,1
895,淡雅,1
896,淡漠,1
897,淡淡的,1
898,淋得,1
899,淅淅沥沥,1
900,涮洗,1
901,涨得,1
902,涟波,1
903,涌出,1
904,涌上心来,1
905,深呼吸,1
906,消极怠工,1
907,涂着,1
908,涂好,1
909,浸湿,1
910,海面,1
911,海棠,1
912,海来,1
913,海景,1
914,海早息,1
915,海岸,1
916,海做,1
917,浮雕,1
918,浮跃,1
919,消散,1
920,浮游,1
921,深思,1
922,深意,1
923,清香,1
924,清白,1
925,清澈,1
926,清清的,1
927,清洁,1
928,清水,1
929,清有,1
930,清嗓子,1
931,清华园,1
932,清凉,1
933,添到,1
934,淹没,1
935,深思熟虑,1
936,混淆,1
937,混沌,1
938,混搅,1
939,混战,1
940,混成,1
941,混合,1
942,混出去,1
943,深红,1
944,深秋,1
945,深知,1
946,深渊,1
947,深深感到,1
948,深挚,1
949,混浊,1
950,痛哭流涕,1
951,文明,1
952,文学家,1
953,心醉,1
954,心酸,1
955,心脏病,1
956,心肺,1
957,心肝,1
958,心神不安,1
959,心眼,1
960,心目,1
961,心痛,1
962,心田,1
963,心猛,1
964,心爱人,1
965,心灵深处,1
966,心慌意乱,1
967,心慌,1
968,心愿,1
969,心想,1
970,心安,1
971,心境,1
972,心坎,1
973,心地善良,1
974,心像,1
975,心侍,1
976,心使,1
977,心不在焉,1
978,心里话,1
979,必为,1
980,必唬,1
981,必备条件,1
982,忽高忽低,1
983,忽明忽灭,1
984,忸怩,1
985,念道,1
986,念念,1
987,念叨,1
988,念下去,1
989,快过,1
990,快病,1
991,快活起来,1
992,快死了,1
993,快明,1
994,德望,1
995,快放明,1
996,快去,1
997,忤逆不孝,1
998,忠告,1
999,忙乱,1
1000,忘冷,1
1001,忘不了,1
1002,志愿,1
1003,志向,1
1004,志同道合,1
1005,忍耐住,1
1006,忍无可忍,1
1007,忍受着,1
1008,快慢,1
1009,德意,1
1010,德性,1
1011,德国,1
1012,彻骨,1
1013,役使,1
1014,彷徨,1
1015,彳亍,1
1016,影壁,1
1017,彪形大汉,1
1018,形象,1
1019,形而上学,1
1020,形状,1
1021,当饭,1
1022,当铺,1
1023,当起,1
1024,往前,1
1025,当给,1
1026,当当,1
1027,当屋,1
1028,当初,1
1029,当儿,1
1030,当做,1
1031,当作,1
1032,当下,1
1033,强暴,1
1034,强占,1
1035,弯细,1
1036,弯弯的,1
1037,弯弓,1
1038,当机立断,1
1039,忿忿,1
1040,往右,1
1041,往里,1
1042,微起,1
1043,微胖,1
1044,微弱,1
1045,微妙,1
1046,微声,1
1047,微合,1
1048,徘徊,1
1049,得罪,1
1050,得紧,1
1051,得救,1
1052,得意之色,1
1053,得失,1
1054,往后,1
1055,得出,1
1056,得不到,1
1057,徐编起,1
1058,很长,1
1059,很远,1
1060,很累,1
1061,很深,1
1062,很浓,1
1063,很惶乱,1
1064,很小,1
1065,很多很多,1
1066,很久,1
1067,待遇,1
1068,得乐,1
1069,弯垂,1
1070,忿恨,1
1071,怀恋,1
1072,想会,1
1073,想些,1
1074,想个办法,1
1075,想不起,1
1076,惯常,1
1077,惨遭,1
1078,惨笑,1
1079,惨痛,1
1080,惨快,1
1081,惦记着,1
1082,惘然,1
1083,惊跳,1
1084,惊羡,1
1085,惊涛骇浪,1
1086,惊慌失措,1
1087,惊心动魄,1
1088,惊喜若狂,1
1089,惊叫,1
1090,惊住,1
1091,情意,1
1092,悲郁,1
1093,悲昂,1
1094,悲惨世界,1
1095,悲天悯人,1
1096,悲哭,1
1097,想咽,1
1098,想多待,1
1099,想尽,1
1100,想尽办法,1
1101,愤然,1
1102,愤愤不平,1
1103,愤愤,1
1104,愤恨,1
1105,愠怒,1
1106,感谢,1
1107,感染,1
1108,感慨,1
1109,感恩,1
1110,感冒,1
1111,意境,1
1112,愈来愈,1
1113,您好,1
1114,愈加,1
1115,惹恼,1
1116,惹动,1
1117,惶恐,1
1118,想透,1
1119,想过,1
1120,想象力,1
1121,想说出,1
1122,想话,1
1123,想见,1
1124,想望,1
1125,想念,1
1126,想得,1
1127,愁得,1
1128,患感冒,1
1129,悠然自得,1
1130,悠然,1
1131,怪深,1
1132,怪啸,1
1133,怪事,1
1134,怪不得,1
1135,性质,1
1136,性急,1
1137,性子,1
1138,急迅,1
1139,急性,1
1140,急急忙忙,1
1141,急得,1
1142,急偎,1
1143,怯怯,1
1144,急信,1
1145,思量,1
1146,思路,1
1147,思潮起伏,1
1148,思想进步,1
1149,思想感情,1
1150,思忖,1
1151,思前想后,1
1152,怕死,1
1153,怕怕,1
1154,怒气,1
1155,怒不可遏,1
1156,怀抱,1
1157,急于,1
1158,怀了孕,1
1159,总乐,1
1160,总叫,1
1161,悠悠然,1
1162,悔悟,1
1163,悒悒,1
1164,悄然,1
1165,悄声,1
1166,恼恨,1
1167,恶狗,1
1168,恶煞,1
1169,恶势力,1
1170,恶劣,1
1171,恶作剧,1
1172,恳挚,1
1173,总像,1
1174,恭顺,1
1175,恬静,1
1176,恬不知耻,1
1177,恐慌,1
1178,恍然大悟,1
1179,恍惚,1
1180,总问,1
1181,总说,1
1182,总爱东,1
1183,总比,1
1184,总放,1
1185,总嫌,1
1186,总哭,1
1187,恭敬,1
1188,愿不愿意,1
1189,弯下身,1
1190,弥补,1
1191,崔秀玉为,1
1192,崔看,1
1193,崔爱小白,1
1194,崔正,1
1195,崔有,1
1196,崔才,1
1197,崇拜,1
1198,峡谷,1
1199,岸上,1
1200,岳飞,1
1201,岳母,1
1202,岗哨,1
1203,岗兵,1
1204,岗上,1
1205,岔开,1
1206,屹然,1
1207,山脚下,1
1208,山水,1
1209,山村,1
1210,山川,1
1211,山崖,1
1212,山峦,1
1213,山岗,1
1214,山南海北,1
1215,展示,1
1216,崔秀玉先,1
1217,崔跑,1
1218,嶙峋,1
1219,巍峨,1
1220,布尔塞维克,1
1221,布尔乔亚,1
1222,布块,1
1223,布团塞到,1
1224,布包,1
1225,市民,1
1226,巴结,1
1227,巴掌,1
1228,已热阔,1
1229,已满,1
1230,差点儿,1
1231,差点,1
1232,屏风,1
1233,巨雷,1
1234,巨浪,1
1235,巨大力量,1
1236,巨大作用,1
1237,巧得很,1
1238,左联,1
1239,左翼,1
1240,工钱,1
1241,工资,1
1242,工厂,1
1243,工农,1
1244,巢穴,1
1245,巡逻,1
1246,巨石,1
1247,屏住,1
1248,屋里人,1
1249,居心不良,1
1250,小腿,1
1251,小胡子,1
1252,小老头,1
1253,小纸团,1
1254,小纸,1
1255,小破,1
1256,小看,1
1257,小监,1
1258,小白小白,1
1259,小男孩,1
1260,小狗儿,1
1261,小灯,1
1262,小舅子,1
1263,小洋,1
1264,小桌,1
1265,小柴,1
1266,小枣树,1
1267,小杠,1
1268,小村,1
1269,小木屋,1
1270,小旗,1
1271,小方洞,1
1272,小挂,1
1273,小护士,1
1274,小房间,1
1275,小戴,1
1276,小民,1
1277,布满,1
1278,小虫,1
1279,小规模,1
1280,层层,1
1281,局促,1
1282,尽尽,1
1283,尽大,1
1284,尽力,1
1285,就读,1
1286,就行了,1
1287,就算,1
1288,就此结束,1
1289,就响,1
1290,就命,1
1291,尝尝,1
1292,小蛮,1
1293,尝到了,1
1294,尘寰,1
1295,尖声喊叫,1
1296,尖厉,1
1297,少谈些,1
1298,少安毋躁,1
1299,小鬼头,1
1300,小风时,1
1301,小队,1
1302,小铁,1
1303,小路,1
1304,小贝,1
1305,小说,1
1306,尚望,1
1307,弯下去,1
1308,布短,1
1309,布鞋,1
1310,开了个,1
1311,建设,1
1312,建国大纲,1
1313,廊子,1
1314,庸人自扰,1
1315,康梁,1
1316,康德,1
1317,度过,1
1318,庙门,1
1319,庙外,1
1320,店里,1
1321,应道,1
1322,应考,1
1323,应用,1
1324,应有尽有,1
1325,应接不暇,1
1326,庐山,1
1327,床下,1
1328,庆祝,1
1329,庄路,1
1330,庄子,1
1331,庄头,1
1332,广漠,1
1333,广告,1
1334,幽雅,1
1335,开会地点,1
1336,开动,1
1337,开头,1
1338,开庭,1
1339,张英俊,1
1340,张敞画眉,1
1341,张小口,1
1342,张家口,1
1343,张大嘴巴,1
1344,张大,1
1345,张嘴巴,1
1346,引荐,1
1347,引人注意,1
1348,弄钱,1
1349,弄点,1
1350,弄手,1
1351,幽美,1
1352,弄弄,1
1353,异乡,1
1354,开闸,1
1355,开问,1
1356,开辟,1
1357,开车,1
1358,开言,1
1359,开行,1
1360,开穿,1
1361,开眼界,1
1362,开拔,1
1363,开战,1
1364,开心,1
1365,弄回,1
1366,幼稚地,1
1367,幼年,1
1368,幻象,1
1369,幔帐,1
1370,常青,1
1371,常谈,1
1372,常见,1
1373,常有,1
1374,常捕,1
1375,常想,1
1376,常在,1
1377,常劝,1
1378,常住,1
1379,帮点,1
1380,帮散,1
1381,干事,1
1382,帮想,1
1383,帮个,1
1384,带盒,1
1385,带点,1
1386,带我去,1
1387,带怕,1
1388,带回,1
1389,带劲,1
1390,帘子,1
1391,希特,1
1392,师范大学,1
1393,师大,1
1394,帆布鞋,1
1395,帮帮我,1
1396,布袋,1
1397,干人,1
1398,干嚎,1
1399,幻灭,1
1400,幸矣,1
1401,幸灾乐祸,1
1402,并非,1
1403,并未,1
1404,并不等于,1
1405,年龄,1
1406,年长,1
1407,年老多病,1
1408,年老,1
1409,年景,1
1410,平生,1
1411,干哑,1
1412,平津,1
1413,平平安安,1
1414,平安无事,1
1415,平安,1
1416,平复,1
1417,干裂,1
1418,干行,1
1419,干练,1
1420,干笑,1
1421,干着急,1
1422,干瘪,1
1423,干燥,1
1424,干将,1
1425,平沈,1
1426,文敢,1
1427,愿余敬,1
1428,慈善家,1
1429,推动,1
1430,推一,1
1431,控制感情,1
1432,接应,1
1433,接人,1
1434,接下,1
1435,探问,1
1436,探母,1
1437,掠掠,1
1438,排满,1
1439,排戏,1
1440,掌灯,1
1441,掌握,1
1442,掉泪,1
1443,掉头发,1
1444,捶腿,1
1445,捶击,1
1446,捣鬼,1
1447,捣毁,1
1448,捣乱分子,1
1449,换衣服,1
1450,换成,1
1451,换得,1
1452,换尿布,1
1453,换好,1
1454,推心置腹,1
1455,推搡,1
1456,推着,1
1457,推站,1
1458,搭去,1
1459,搬家,1
1460,搜集,1
1461,搜遍,1
1462,搜寻,1
1463,搅端,1
1464,搂抱,1
1465,援助,1
1466,揭开,1
1467,揪住,1
1468,揣着,1
1469,插进,1
1470,损失,1
1471,插话,1
1472,提笔,1
1473,提名道姓,1
1474,提出抗议,1
1475,提事,1
1476,描画,1
1477,掺杂,1
1478,掩藏着,1
1479,掩蔽,1
1480,推静,1
1481,推进,1
1482,推翻,1
1483,推罗,1
1484,提醒,1
1485,捕杀,1
1486,捕人快,1
1487,捕人,1
1488,挚友,1
1489,挑换,1
1490,挑一,1
1491,指甲,1
1492,指望,1
1493,指挥官,1
1494,指指,1
1495,指使人,1
1496,挂节,1
1497,拿过,1
1498,拿走,1
1499,拿给,1
1500,挚情,1
1501,拿眼,1
1502,拿到,1
1503,拼命,1
1504,拷打,1
1505,拳脚,1
1506,拨弄,1
1507,拦闹,1
1508,拦路强盗,1
1509,拦不住,1
1510,拥抱着,1
1511,拜伦,1
1512,招聘广告,1
1513,招聘,1
1514,拿来,1
1515,搭理,1
1516,挟住,1
1517,挡住,1
1518,捏成,1
1519,捎信,1
1520,捉女,1
1521,捉住,1
1522,捉人,1
1523,捆得,1
1524,捆好,1
1525,挽回,1
1526,挺秀,1
1527,挺直,1
1528,挺急,1
1529,振臂高呼,1
1530,挟持,1
1531,挫折,1
1532,挨耳旁,1
1533,挨枪,1
1534,挨打,1
1535,挨刀,1
1536,挨一棒,1
1537,挥舞,1
1538,鼻青脸肿,1
1539,挥挥,1
1540,挥动,1
1541,挤铁,1
1542,挤得,1
1543,挣上,1
1544,挪得,1
1545,招牌,1
1546,搭车,1
1547,摆成,1
1548,救说,1
1549,救生圈,1
1550,救济,1
1551,救星,1
1552,救国救民,1
1553,救命恩人,1
1554,救上,1
1555,敏捷地,1
1556,敏捷,1
1557,敏感,1
1558,效果,1
1559,故宫,1
1560,故人,1
1561,故交,1
1562,政策,1
1563,政治经济,1
1564,政权,1
1565,放送,1
1566,放过,1
1567,放起,1
1568,放走,1
1569,放肆,1
1570,放火,1
1571,放枪,1
1572,放晴,1
1573,教师,1
1574,教徒,1
1575,教程,1
1576,教育培养,1
1577,文天祥,1
1578,整套,1
1579,整夜,1
1580,敲开,1
1581,敲墙,1
1582,敲响,1
1583,敲击声,1
1584,敲击,1
1585,数言,1
1586,数数,1
1587,数叨,1
1588,数不清,1
1589,放慢,1
1590,敬仰,1
1591,散着步,1
1592,散法,1
1593,散操,1
1594,散开,1
1595,散光,1
1596,散乱,1
1597,敞开,1
1598,敝屣,1
1599,教钱,1
1600,教过,1
1601,教课,1
1602,教训,1
1603,敦厚,1
